dataset,column,demo_group,data_category,assigned_role,pin,unit,used_in_views,dtype,fill_pct,n_distinct,numeric_pct,note,field_explanation
markfed,NET_WEIGHT,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Weight measurement (Net/Gross/Tare) at procurement center
markfed,NEW_FY_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,NFAQ_FARMER_MOBILE,Identity,Farmer Identity,excluded_pii,,,,str,100.0,10,100.0,Identity: personal identifier,Farmer-related field
markfed,NFAQ_FARMER_NAME,Identity,Farmer Identity,excluded_pii,,,,str,100.0,10,0.0,Identity: personal identifier,Name/label field
markfed,NFAQ_LOCAL_PRICE,Benefit/Amount,Procurement/Quality,measure,,,,int64,100.0,979,100.0,,Price/rate/cost field
markfed,NFAQ_QUANTITY,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,NF_PROC_STATUS,Status,Procurement/Quality,dim,,,,str,100.0,3,0.0,,Status field
markfed,NORMAL_BAG_PRICE,Benefit/Amount,Procurement/Quality,measure,,,,int64,100.0,976,100.0,,Price/rate/cost field
markfed,NOTIFICATION_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,OCCUPANT_EXTENT,Land,Tax/GST/Invoice,measure,,,,float64,100.0,529,100.0,,Occupant Extent — operational field
markfed,OFFICER_MOBILE,Identity,General,excluded_pii,,,,str,100.0,10,100.0,Identity: personal identifier,Communication/notification field
markfed,OFFICE_DISTRICT_ID,Geography,Geographic,dim,,,,int64,100.0,12,100.0,,Identifier/reference key
markfed,OFFICE_MANDAL_ID,Geography,Geographic,dim,,,,int64,100.0,697,100.0,,Identifier/reference key
markfed,OFFICE_PINCODE,Geography,Geographic,dim,,,,str,100.0,10,100.0,,Code/classification
markfed,OFFICE_VILLAGE_WARD_ID,Geography,Farmer Identity,dim,,,,int64,100.0,1075,100.0,,Identifier/reference key
markfed,OFFLINE_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,OLD_INS_SCHEDULE_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,OPERATION,Identity,General,excluded_pii,,,,str,100.0,10,0.0,Identity: not a demographic attribute,Operation — operational field
markfed,OPERATION_ON,Identity,General,excluded_pii,,,,str,100.0,755,0.0,Identity: not a demographic attribute,Date/timestamp field
markfed,OTHER_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,OTHER_THAN_CHITTOOR_DISTRICT,Geography,Geographic,dim,,,,str,100.0,13,0.0,,District reference
markfed,PAGE_ACTIVITY,Crop/Activity,Farmer Identity,dim,,,,str,100.0,10,0.0,,Page Activity — operational field
markfed,PAID_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,974,100.0,,Monetary amount
markfed,PAID_STATUS,Status,Workflow/Status,dim,,,,int64,100.0,977,100.0,,Status field
markfed,PARTICULAR_1_BILL_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,984,100.0,,Monetary amount
markfed,PARTICULAR_1_TOT_BILL_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,968,100.0,,Monetary amount
markfed,PARTICULAR_2_BILL_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,988,100.0,,Monetary amount
markfed,PARTICULAR_2_TOT_BILL_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,976,100.0,,Monetary amount
markfed,PARTICULAR_3_BILL_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,969,100.0,,Monetary amount
markfed,PARTICULAR_3_TOT_BILL_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,966,100.0,,Monetary amount
markfed,PARTICULAR_4_BILL_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,977,100.0,,Monetary amount
markfed,PARTICULAR_4_TOT_BILL_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,965,100.0,,Monetary amount
markfed,PARTY_ACKMOWLEDGEMENT_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PARTY_ACK_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PAR_COMP_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PAYABLE_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,971,100.0,,Monetary amount
markfed,PAYBLE_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,986,100.0,,Monetary amount
markfed,PAYED_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,982,100.0,,Monetary amount
markfed,PAYMENT_ACTIVITY,Benefit/Amount,Payment/Banking,measure,,,,float64,100.0,1081,100.0,,Payment field
markfed,PAYMENT_DATE,Benefit/Amount,Payment/Banking,temporal_dim,,,,str,100.0,570,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Payment credit date
markfed,PAYMENT_DESCRIPTION,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,1,0.0,Benefit/Amount column holding a 1-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS1,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS2,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS3,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS4,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS5,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS6,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS7,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS_1,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS_2,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS_3,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_DETAILS_4,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_ID,Benefit/Amount,Payment/Banking,measure,,,,float64,100.0,1079,100.0,,Identifier/reference key
markfed,PAYMENT_METHOD,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_MODE,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_PAID_ON,Benefit/Amount,Payment/Banking,temporal_dim,,,,str,100.0,744,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,PAYMENT_PAID_STATUS,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,977,100.0,,Status field
markfed,PAYMENT_PAID_TRADE_VALUE,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,957,100.0,,Payment field
markfed,PAYMENT_PROCESS_ID,Benefit/Amount,Payment/Banking,measure,,,,float64,100.0,1079,100.0,,Identifier/reference key
markfed,PAYMENT_REF_NO,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Reference number
markfed,PAYMENT_RUN_DATE,Benefit/Amount,Payment/Banking,temporal_dim,,,,str,100.0,730,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,PAYMENT_STATUS,Benefit/Amount,Payment/Banking,dim,status,,view1_scheme_benefits; view4_markfed_procurement,str,100.0,3,0.0,,Payment/DBT status
markfed,PAYMENT_STATUS_HANDL,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,3,0.0,Benefit/Amount column holding a 3-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_STATUS_UL,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,3,0.0,Benefit/Amount column holding a 3-value categorical (0.0% numeric) - re-roled to dim,Payment field
markfed,PAYMENT_TYPE,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,10,0.0,Benefit/Amount column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Type/category
markfed,PAYMENT_UPDATED_ON,Benefit/Amount,Payment/Banking,temporal_dim,,,,str,100.0,738,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,PAY_PROCESS_STATUS,Status,Tax/GST/Invoice,dim,,,,str,100.0,3,0.0,,Status field
markfed,PAY_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PAY_STATUS_BANK,Status,Payment/Banking,dim,,,,str,100.0,3,0.0,,Banking field
markfed,PENDING_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,972,100.0,,Monetary amount
markfed,PERUNITPRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,985,100.0,,Price/rate/cost field
markfed,PHONE,Identity,General,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Phone — operational field
markfed,PINCODE,Geography,Geographic,dim,,,,str,100.0,10,100.0,,PIN code
markfed,PMT_MADE_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,987,100.0,,Monetary amount
markfed,PMT_PROCESS_STATUS,Status,Payment/Banking,dim,,,,str,100.0,3,0.0,,Status field
markfed,PMT_REJECTED_QTY_MTS,Status,Payment/Banking,dim,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,PMT_REJECTED_VALUE,Status,Payment/Banking,dim,,,,int64,100.0,971,100.0,,Payment field
markfed,PMT_SPLIT_STATUS,Status,Payment/Banking,dim,,,,str,100.0,3,0.0,,Status field
markfed,PMT_SPLIT_STATUS_LOG,Status,Payment/Banking,dim,,,,str,100.0,3,0.0,,Payment field
markfed,PMT_STATUS,Status,Payment/Banking,dim,,,,str,100.0,3,0.0,,Payment/DBT status
markfed,PMT_STATUS_CODE,Status,Payment/Banking,dim,,,,str,100.0,3,0.0,,Code/classification
markfed,PMT_STATUS_TEXT,Status,Payment/Banking,dim,,,,str,100.0,3,0.0,,Payment field
markfed,PM_APPROVAL_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PM_APPROVED_ON,Status,Workflow/Status,dim,,,,str,100.0,735,0.0,,Date/timestamp field
markfed,PO_INVOICE_STATUS,Status,Tax/GST/Invoice,dim,,,,str,100.0,3,0.0,,Status field
markfed,PO_PARTY_INV_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PO_PDF_DOWN_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PO_PRTY_INV_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PO_PURCHASE_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,989,100.0,,Price/rate/cost field
markfed,PO_QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,PO_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PP_BASIC_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,972,100.0,,Price/rate/cost field
markfed,PP_BP_SCHEME_DISCOUNT,Crop/Activity,General,dim,,,,int64,100.0,100,100.0,,Pp Bp Scheme Discount — operational field
markfed,PP_LOOSE_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,986,100.0,,Price/rate/cost field
markfed,PP_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,966,100.0,,Price/rate/cost field
markfed,PP_PURCHASE_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,968,100.0,,Price/rate/cost field
markfed,PP_QUANTITY_REBATE,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,PP_QUANTITY_REBATE2,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,PP_QUANTITY_REBATE3,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,PP_QUANTITY_REBATE4,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,PP_SCHEME_DISCOUNT,Crop/Activity,General,dim,,,,int64,100.0,100,100.0,,Pp Scheme Discount — operational field
markfed,PREPROSSED_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PRESENT_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PRESIDENT_AADHAR,Identity,Farmer Identity,excluded_pii,,,,str,100.0,1086,100.0,Identity: personal identifier,President Aadhar — operational field
markfed,PRESIDENT_MOBILE,Identity,General,excluded_pii,,,,str,100.0,10,100.0,Identity: personal identifier,Communication/notification field
markfed,PRESIDENT_MOBILE_NO,Identity,General,excluded_pii,,,,str,100.0,10,100.0,Identity: personal identifier,Reference number
markfed,PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,970,100.0,,Price/rate/cost field
markfed,PRICE2,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,991,100.0,,Price/rate/cost field
markfed,PRICE3,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,980,100.0,,Price/rate/cost field
markfed,PRICE4,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,982,100.0,,Price/rate/cost field
markfed,PRICES,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,981,100.0,,Price/rate/cost field
markfed,PRICES_APPLICABLE_FOR,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,978,100.0,,Price/rate/cost field
markfed,PRICES_CUMMULATIVE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,987,100.0,,Price/rate/cost field
markfed,PRICES_TODAY,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,992,100.0,,Price/rate/cost field
markfed,PRICE_COLLECTION_ST,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,967,100.0,,Price/rate/cost field
markfed,PRICE_DATE,Benefit/Amount,Paddy/Rice,temporal_dim,,,,str,100.0,741,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,PRICE_EFFECT,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,975,100.0,,Price/rate/cost field
markfed,PRICE_FROM_DATE,Benefit/Amount,Paddy/Rice,temporal_dim,,,,str,100.0,731,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,PRICE_INS_STATUS,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,995,100.0,,Status field
markfed,PRICE_KG,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,972,100.0,,Price/rate/cost field
markfed,PRICE_KM,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,971,100.0,,Price/rate/cost field
markfed,PRICE_SOURCE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,979,100.0,,Price/rate/cost field
markfed,PRICE_SUBMITTED,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,973,100.0,,Price/rate/cost field
markfed,PRICE_TO_DATE,Benefit/Amount,Paddy/Rice,temporal_dim,,,,str,100.0,731,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,PROCURED_DATE,Produce/Qty,Procurement/Quality,temporal_dim,,,,str,100.0,502,0.0,Produce/Qty column holding ISO dates (100.0% parse) - re-roled to temporal,Procurement date
markfed,PROCURED_FOR,Produce/Qty,Procurement/Quality,dim,,,,str,100.0,10,0.0,Produce/Qty column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Procured For — operational field
markfed,PROCURED_QTY,Produce/Qty,Procurement/Quality,measure,,,view4_markfed_procurement; view7_input_to_market,float64,100.0,1025,100.0,,Quantity/bags field
markfed,PROCURED_QTY_IN_KGS,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,PROCURED_QTY_MTS,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,PROCURED_QUANTITY,Produce/Qty,Procurement/Quality,measure,,,,float64,100.0,1025,100.0,,Quantity/bags field
markfed,PROCURED_VALUE,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,974,100.0,,Procured Value — operational field
markfed,PROCUREMENT_ACCOUNT,Bank/DBT,Procurement/Quality,excluded_bank,,,,int64,100.0,100,100.0,Bank/DBT group — payment-instrument PII,Procurement Account — operational field
markfed,PROCUREMENT_AGENCY,Produce/Qty,Farmer Identity,dim,,,,str,100.0,10,0.0,Produce/Qty column holding a 10-value categorical (0.0% numeric) - re-roled to dim,Procurement Agency — operational field
markfed,PROCUREMENT_DATE,Produce/Qty,Procurement/Quality,temporal_dim,,,view4_markfed_procurement,str,100.0,502,0.0,"re-roled Produce/Qty measure -> temporal_dim: values are ISO dates (100% parse, 2023-08-01..2026-07-31), not a quantity; source of proc_year/proc_month",Procurement date
markfed,PROCUREMENT_END_DATE,Produce/Qty,Procurement/Quality,temporal_dim,,,,str,100.0,754,0.0,Produce/Qty column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,PROCUREMENT_PRICE,Benefit/Amount,Procurement/Quality,measure,,,,int64,100.0,976,100.0,,Procurement price (MSP or bid price per MT/quintal)
markfed,PROCUREMENT_QTY,Produce/Qty,Procurement/Quality,measure,,,,float64,100.0,1025,100.0,,Procurement quantity (kg/MT/quintals)
markfed,PROCUREMENT_STARTED_VILLAGES,Geography,Farmer Identity,dim,,,,str,100.0,41,0.0,,Procurement Started Villages — operational field
markfed,PROCUREMENT_START_DATE,Produce/Qty,Procurement/Quality,temporal_dim,,,,str,100.0,735,0.0,Produce/Qty column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,PROC_QUANTITY,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Procurement quantity (kg/MT/quintals)
markfed,PROC_QUANTITY_RPT,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,PRODUCTION,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Production — operational field
markfed,PRODUCTION_MT,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Production Mt — operational field
markfed,PRODUCT_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PULP_FARMERAADHAR,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Farmer-related field
markfed,PURCHASE_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,980,100.0,,Monetary amount (INR)
markfed,PURCHASE_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,986,100.0,,Procurement price (MSP or bid price per MT/quintal)
markfed,PUR_ORD_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PUSH_PAYMENT_STATUS,Benefit/Amount,Payment/Banking,dim,,,,str,100.0,3,0.0,Benefit/Amount column holding a 3-value categorical (0.0% numeric) - re-roled to dim,Payment/DBT status
markfed,PUSH_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PUSH_TO_PAYMENT_ON,Benefit/Amount,Payment/Banking,temporal_dim,,,,str,100.0,740,0.0,Benefit/Amount column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,PU_ACK_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PU_RECIEVED_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,PWD_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,P_DISTRICT_ID,Geography,Geographic,dim,,,,int64,100.0,12,100.0,,District code/ID
markfed,P_MANDAL_ID,Geography,Geographic,dim,,,,int64,100.0,700,100.0,,Mandal code/ID
markfed,P_SECRETARIAT_ID,Geography,Geographic,dim,,,,int64,100.0,1081,100.0,,Secretariat/Sachivalayam code
markfed,Procured Date,Produce/Qty,Procurement/Quality,temporal_dim,,,,str,100.0,502,0.0,Produce/Qty column holding ISO dates (100.0% parse) - re-roled to temporal,Date/timestamp field
markfed,QC_PAYMENT_ADVICE,Benefit/Amount,Payment/Banking,measure,,,,float64,100.0,1078,100.0,,Payment field
markfed,QR_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,QTY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Procurement quantity (kg/MT/quintals)
markfed,QTY_AVA_WITH_FARMER_STATUS,Status,Workflow/Status,dim,,,,int64,100.0,100,100.0,,Status field
markfed,QTY_COLDSTORAGE_STATUS,Status,Farmer Identity,dim,,,,int64,100.0,100,100.0,,Status field
markfed,QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Procurement quantity (kg/MT/quintals)
markfed,QUANTITYSOLDOUTINWORDS,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,QUANTITYSOLDOUTSTATUS,Produce/Qty,Workflow/Status,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,QUANTITYUOM,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,QUANTITY_AT_CENTER,Produce/Qty,Geographic,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,QUANTITY_CHANGE,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,QUANTITY_IN_QTLS,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,QUANTITY_QUINTALS,Produce/Qty,General,measure,,,,float64,100.0,1025,100.0,,Quantity/bags field
markfed,QUANTITY_RECEIVED,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,QUANTITY_TO_BE_PROCURED,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,Q_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,RAMP_FARMERAADHAR,Identity,Farmer Identity,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Farmer-related field
markfed,RATE,Benefit/Amount,General,measure,,,,float64,100.0,1077,100.0,,Procurement price (MSP or bid price per MT/quintal)
markfed,RATION_CARD_NUMBER,Identity,General,excluded_pii,,,,str,100.0,646,0.0,Identity: personal identifier,Reference number
markfed,RBK_DISTRICT_ID,Geography,Geographic,dim,,,,int64,100.0,12,100.0,,District code/ID
markfed,RBK_MANDAL_ID,Geography,Geographic,dim,,,,int64,100.0,683,100.0,,Mandal code/ID
markfed,RBK_THIRTY_PERCENT_ELIGIBLE,Status,Geographic,dim,,,,int64,100.0,19,100.0,,RBK reference
markfed,RECEIVED_MOBILE,Identity,General,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Communication/notification field
markfed,RECEIVED_QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,RECEIVED_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,RECORD_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,RECOVERY_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,975,100.0,,Monetary amount
markfed,REC_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,REGSTRATION_STATUS,Identity,Tax/GST/Invoice,excluded_pii,,,,str,100.0,3,0.0,Identity: not a demographic attribute,Status field
markfed,REG_PHONE_NO,Identity,General,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Reference number
markfed,REG_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Record/workflow status
markfed,REJECTED_BAGS,Status,Procurement/Quality,dim,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,REJECTED_ON,Status,Workflow/Status,dim,,,,str,100.0,727,0.0,,Rejection details
markfed,REJECTED_USER_ID,Status,Workflow/Status,dim,,,,float64,100.0,1076,100.0,,Identifier/reference key
markfed,REPORT_01_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,REPORT_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,RESPONSE_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,RESPONSE_UID_MOBILE,Identity,General,excluded_pii,,,,str,100.0,646,100.0,Identity: personal identifier,Communication/notification field
markfed,RES_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,983,100.0,,Monetary amount
markfed,RES_GROSS_WEIGHT,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,977,100.0,,Res Gross Weight — operational field
markfed,RES_NET_WEIGHT,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Res Net Weight — operational field
markfed,RES_QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,RES_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,RES_TARE_WEIGHT,Produce/Qty,Procurement/Quality,measure,,,,int64,100.0,100,100.0,,Res Tare Weight — operational field
markfed,RETURN_PAY_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,RETURN_STATUS,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Status field
markfed,REVENUE_VILLAGE,Geography,Farmer Identity,dim,,,,str,100.0,41,0.0,,Revenue Village — operational field
markfed,REV_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,986,100.0,,Monetary amount
markfed,RH_QUANTITY,Produce/Qty,General,measure,,,,int64,100.0,100,100.0,,Quantity/bags field
markfed,RH_TRANSPORT_STATUS,Status,Dispatch/Logistics,dim,,,,str,100.0,3,0.0,,Status field
markfed,ROUNDOFF_AMOUNT,Benefit/Amount,Payment/Banking,measure,,,,int64,100.0,977,100.0,,Monetary amount
markfed,Record Status,Status,Workflow/Status,dim,,,,str,100.0,3,0.0,,Record Status — operational field
markfed,SALE_PRICE,Benefit/Amount,Paddy/Rice,measure,,,,int64,100.0,985,100.0,,Price/rate/cost field
